Series_ID,Region_Name,Region_Code,2021_April
NYORLE3URN,"Orleans County, NY",36073,5.8
LAORLE0URN,"Orleans Parish, LA",22071,11.1
VTORLE9URN,"Orleans County, VT",50019,4.4
OKOSAG3URN,"Osage County, OK",40113,4.4
KSOSAG9URN,"Osage County, KS",20139,2.8
MOOSURN,"Osage County, MO",29151,2
KSOSBO1URN,"Osborne County, KS",20141,1.5
IAOSCE3URN,"Osceola County, IA",19143,2.2
MIOSCE3URN,"Osceola County, MI",26133,5.1
FLOSCE7URN,"Osceola County, FL",12097,6.7
MIOSCO5URN,"Oscoda County, MI",26135,7.9
NYOSWE5URN,"Oswego County, NY",36075,6.2
NMOTER5URN,"Otero County, NM",35035,7.2
COOTER9URN,"Otero County, CO",8089,6.3
NEOTOE1URN,"Otoe County, NE",31131,2.1
NYOTSE0URN,"Otsego County, NY",36077,5.2
MIOTSE7URN,"Otsego County, MI",26137,6.8
OKOTTA5URN,"Ottawa County, OK",40115,3.9
OHOTTA3URN,"Ottawa County, OH",39123,5.8
KSOTTA3URN,"Ottawa County, KS",20143,2.9
MIOTTA0URN,"Ottawa County, MI",26139,3.7
MNOTTE5URN,"Otter Tail County, MN",27111,3.9
AROUURN,"Ouachita County, AR",5103,3.8
LAOUAC2URN,"Ouachita Parish, LA",22073,5.9
COOURA1URN,"Ouray County, CO",8091,6.2
WIOUTA5URN,"Outagamie County, WI",55087,3.4
TNOVER3URN,"Overton County, TN",47133,3.8
KYOWURN,"Owen County, KY",21187,3.4
INOWEN9URN,"Owen County, IN",18119,4.5
KYOWSL9URN,"Owsley County, KY",21189,5.3
IDOWYH3URN,"Owyhee County, ID",16073,3.9
MEOXFO7URN,"Oxford County, ME",23017,6.7
MOOZURN,"Ozark County, MO",29153,4.1
WIOZAU6URN,"Ozaukee County, WI",55089,3.4
WAPACI9URN,"Pacific County, WA",53049,8.6
IAPAGE5URN,"Page County, IA",19145,3.6
VAPAGE9URN,"Page County, VA",51139,4.9
FLPALM2URN,"Palm Beach County, FL",12099,4.7
IAPALO7URN,"Palo Alto County, IA",19147,3.1
TXPALO3URN,"Palo Pinto County, TX",48363,6.3
NCPAML7URN,"Pamlico County, NC",37137,3.7
MSPAURN,"Panola County, MS",28107,7.6
TXPANO5URN,"Panola County, TX",48365,7.8
WYPARK9URN,"Park County, WY",56029,5.1
COPARK3URN,"Park County, CO",8093,4.7
MTPARK7URN,"Park County, MT",30067,4.6
INPARK1URN,"Parke County, IN",18121,3.9
TXPARK7URN,"Parker County, TX",48367,4.8
TXPARM9URN,"Parmer County, TX",48369,2.6
FLPASC5URN,"Pasco County, FL",12101,5
NCPASQ9URN,"Pasquotank County, NC",37139,4.7
NJPASS1URN,"Passaic County, NJ",34031,9.4
VAPATR1URN,"Patrick County, VA",51141,4.6
OHPAUL5URN,"Paulding County, OH",39125,3.9
GAPAUL3URN,"Paulding County, GA",13223,2.9
NEPAWN3URN,"Pawnee County, NE",31133,1.6
KSPAWN5URN,"Pawnee County, KS",20145,2.2
OKPAWN7URN,"Pawnee County, OK",40117,4.1
IDPAYE5URN,"Payette County, ID",16075,3.5
OKPAYN0URN,"Payne County, OK",40119,3.6
GAPEAC5URN,"Peach County, GA",13225,4.1
MSPEAR9URN,"Pearl River County, MS",28109,6.1
TXPECO1URN,"Pecos County, TX",48371,7.5
NDPEMB7URN,"Pembina County, ND",38067,5
MOPEURN,"Pemiscot County, MO",29155,7.1
WAPEND1URN,"Pend Oreille County, WA",53051,8.9
NCPEND1URN,"Pender County, NC",37141,3.8
WVPEND1URN,"Pendleton County, WV",54071,3.1
KYPEND1URN,"Pendleton County, KY",21191,3.3
MNPENN3URN,"Pennington County, MN",27113,5.9
SDPENN3URN,"Pennington County, SD",46103,3.1
MEPENO0URN,"Penobscot County, ME",23019,5.4
ILPEOR3URN,"Peoria County, IL",17143,7.9
WIPEPI1URN,"Pepin County, WI",55091,3.5
SDPERK5URN,"Perkins County, SD",46105,2.8
NEPERK5URN,"Perkins County, NE",31135,1.3
NCPERQ3URN,"Perquimans County, NC",37143,4.6
MSPERR1URN,"Perry County, MS",28111,6.4
MOPRURN,"Perry County, MO",29157,2.9
TNPERR5URN,"Perry County, TN",47135,7.8
PAPERR9URN,"Perry County, PA",42099,4.3
OHPERR7URN,"Perry County, OH",39127,5.5
ARPEURN,"Perry County, AR",5105,4.2
ILPRURN,"Perry County, IL",17145,6
KYPERR3URN,"Perry County, KY",21193,4.9
INPEURN,"Perry County, IN",18123,3.4
ALPERR5URN,"Perry County, AL",1105,6.8
NVPERS7URN,"Pershing County, NV",32027,3.5
NCPERS5URN,"Person County, NC",37145,4.5
LAUCN021950000000003,"Petersburg CA, AK",2195,8.6
VAPETE0URN,"Petersburg City, VA",51730,10.9
MTPETR9URN,"Petroleum County, MT",30069,2.2
MOPETT9URN,"Pettis County, MO",29159,6.7
NEPHEL7URN,"Phelps County, NE",31137,1.5
MOPHURN,"Phelps County, MO",29161,3.2
PAPHIL5URN,"Philadelphia County, PA",42101,9.2
KSPHIL7URN,"Phillips County, KS",20147,1.8
MTPHIL1URN,"Phillips County, MT",30071,4.2
ARPHURN,"Phillips County, AR",5107,8.1
COPHIL5URN,"Phillips County, CO",8095,3.4
ILPIAT7URN,"Piatt County, IL",17147,3.9
OHPICK9URN,"Pickaway County, OH",39129,4.1
GAPICK7URN,"Pickens County, GA",13227,2.6
SCPICK0URN,"Pickens County, SC",45077,3.8
ALPICK7URN,"Pickens County, AL",1107,3.4
TNPICK7URN,"Pickett County, TN",47137,3.3
NEPIER9URN,"Pierce County, NE",31139,2.1
WAPIER6URN,"Pierce County, WA",53053,7
WIPIER3URN,"Pierce County, WI",55093,3.9
GAPIER9URN,"Pierce County, GA",13229,2.9
NDPIER9URN,"Pierce County, ND",38069,3.6
GAPIKE1URN,"Pike County, GA",13231,2.7
INPIURN,"Pike County, IN",18125,3.8
OHPIKE1URN,"Pike County, OH",39131,5.6
KYPIKE0URN,"Pike County, KY",21195,5.4
MSPIKE3URN,"Pike County, MS",28113,7.1
ALPIKE9URN,"Pike County, AL",1109,2.6
MOPIURN,"Pike County, MO",29163,3.3
ILPKURN,"Pike County, IL",17149,4.4
ARPIURN,"Pike County, AR",5109,4.1
PAPIKE3URN,"Pike County, PA",42103,7.2
AZPIMA9URN,"Pima County, AZ",4019,6.6
AZPINA5URN,"Pinal County, AZ",4021,6.3
MNPINE5URN,"Pine County, MN",27115,6.5
FLPINE5URN,"Pinellas County, FL",12103,4.4
MNPIPE7URN,"Pipestone County, MN",27117,3.3
MEPISC1URN,"Piscataquis County, ME",23021,6.1
COPITK7URN,"Pitkin County, CO",8097,6.8
NCPITT7URN,"Pitt County, NC",37147,4.4
OKPITT1URN,"Pittsburg County, OK",40121,5.9
VAPITT0URN,"Pittsylvania County, VA",51143,3.9
UTPIUT1URN,"Piute County, UT",49031,4.2
CAPLAC0URN,"Placer County, CA",6061,5.3
LAPLAQ5URN,"Plaquemines Parish, LA",22075,5
MOPLAT5URN,"Platte County, MO",29165,3.8
WYPLAT1URN,"Platte County, WY",56031,4.5
NEPLAT1URN,"Platte County, NE",31141,2.2
WVPLEA3URN,"Pleasants County, WV",54073,8.4
CAPLUM3URN,"Plumas County, CA",6063,9.7
IAPLYM9URN,"Plymouth County, IA",19149,2.6
MAPLYM3URN,"Plymouth County, MA",25023,6.3
IAPOCA1URN,"Pocahontas County, IA",19151,2.7
WVPOCA5URN,"Pocahontas County, WV",54075,7.5
ARPOURN,"Poinsett County, AR",5111,4
LAPOIN7URN,"Pointe Coupee Parish, LA",22077,6.4
MOPOURN,"Polk County, MO",29167,3.1
ORPOLK3URN,"Polk County, OR",41053,5.8
TXPOLK3URN,"Polk County, TX",48373,8.6
GAPOLK3URN,"Polk County, GA",13233,3.3
WIPOLK5URN,"Polk County, WI",55095,4.9
ARPLURN,"Polk County, AR",5113,4.5
FLPOLK5URN,"Polk County, FL",12105,5.8
NCPOLK9URN,"Polk County, NC",37149,4.1
TNPOLK9URN,"Polk County, TN",47139,4.2
NEPOLK3URN,"Polk County, NE",31143,1.7
MNPOLK9URN,"Polk County, MN",27119,4.9
IAPOLK3URN,"Polk County, IA",19153,4.1
MTPOND3URN,"Pondera County, MT",30073,3.3
MSPOURN,"Pontotoc County, MS",28115,4.7
OKPONT3URN,"Pontotoc County, OK",40123,3.9
MNPOPE1URN,"Pope County, MN",27121,3.5
ILPOURN,"Pope County, IL",17151,4.9
ARPPURN,"Pope County, AR",5115,3.8
VAPOQU5URN,"Poquoson City, VA",51735,2.7
WIPORT0URN,"Portage County, WI",55097,4
OHPORT7URN,"Portage County, OH",39133,4.3
INPORT5URN,"Porter County, IN",18127,4.8
VAPORT0URN,"Portsmouth City, VA",51740,6.8
INPSURN,"Posey County, IN",18129,3.3
OKPOTT0URN,"Pottawatomie County, OK",40125,4.1
KSPOTT9URN,"Pottawatomie County, KS",20149,2.4
IAPOTT5URN,"Pottawattamie County, IA",19155,3.7
TXPOTT5URN,"Potter County, TX",48375,4.5
SDPOTT7URN,"Potter County, SD",46107,3
PAPOTT5URN,"Potter County, PA",42105,6.2
MTPOWD5URN,"Powder River County, MT",30075,2.7
MTPOWE7URN,"Powell County, MT",30077,3.1
KYPOWE7URN,"Powell County, KY",21197,3.9
IDPOWE7URN,"Power County, ID",16077,3.2
IAPOWE7URN,"Poweshiek County, IA",19157,4.2
VAPOWH5URN,"Powhatan County, VA",51145,2.7
MTPRAI9URN,"Prairie County, MT",30079,3.6
ARPRURN,"Prairie County, AR",5117,4
KSPRAT1URN,"Pratt County, KS",20151,2.2
OHPREB5URN,"Preble County, OH",39135,3.8
MSPNURN,"Prentiss County, MS",28117,4.8
TXPRES7URN,"Presidio County, TX",48377,12.7
MIPRES1URN,"Presque Isle County, MI",26141,7.6
WVPRES7URN,"Preston County, WV",54077,4.7
WIPRIC9URN,"Price County, WI",55099,5.2
VAPRIN7URN,"Prince Edward County, VA",51147,4.5
VAPRIN9URN,"Prince George County, VA",51149,4.7
MDPRIN5URN,"Prince George's County, MD",24033,8
VAPRIN3URN,"Prince William County, VA",51153,4.1
LAUCN021980000000003,"Prince of Wales-Hyder CA, AK",2198,8.7
RIPROV7URN,"Providence County, RI",44007,5.4
COPROW9URN,"Prowers County, CO",8099,4.7
COPUEB2URN,"Pueblo County, CO",8101,8.6
ARPUURN,"Pulaski County, AR",5119,5.3
ILPUURN,"Pulaski County, IL",17153,9.2
KYPULA9URN,"Pulaski County, KY",21199,3.9
GAPULA5URN,"Pulaski County, GA",13235,3.1
VAPULA5URN,"Pulaski County, VA",51155,3.8
MOPUURN,"Pulaski County, MO",29169,3.8
INPULA1URN,"Pulaski County, IN",18131,3.4
OKPUSH7URN,"Pushmataha County, OK",40127,5
INPUTN3URN,"Putnam County, IN",18133,4
WVPUTN9URN,"Putnam County, WV",54079,4.8
OHPUTN7URN,"Putnam County, OH",39137,3.3
GAPUTN7URN,"Putnam County, GA",13237,3.9
FLPUTN7URN,"Putnam County, FL",12107,6.5
TNPUTN1URN,"Putnam County, TN",47141,4
ILPUTN5URN,"Putnam County, IL",17155,5.4
NYPUTN0URN,"Putnam County, NY",36079,4.8
MOPUTN1URN,"Putnam County, MO",29171,2.5
NMQUAY7URN,"Quay County, NM",35037,7.2
MDQUEE5URN,"Queen Anne's County, MD",24035,4.1
NYQUEE1URN,"Queens County, NY",36081,10.6
GAQUIT9URN,"Quitman County, GA",13239,4.4
MSQUURN,"Quitman County, MS",28119,8.9
GARABU1URN,"Rabun County, GA",13241,2.9
WIRACI1URN,"Racine County, WI",55101,5.4
VARADF0URN,"Radford City, VA",51750,4
TXRAIN9URN,"Rains County, TX",48379,3.9
WVRALE5URN,"Raleigh County, WV",54081,6.1
MORAURN,"Ralls County, MO",29173,2.9
MNRAMS3URN,"Ramsey County, MN",27123,4.6
NDRAMS1URN,"Ramsey County, ND",38071,3.7
TXRAND1URN,"Randall County, TX",48381,3.7
ILRAURN,"Randolph County, IL",17157,4.3
ARRAURN,"Randolph County, AR",5121,3.9
GARAND3URN,"Randolph County, GA",13243,4.6
NCRAND1URN,"Randolph County, NC",37151,4.2
INRAND5URN,"Randolph County, IN",18135,3.7
ALRAND1URN,"Randolph County, AL",1111,2.5
WVRAND3URN,"Randolph County, WV",54083,6.6
MORNURN,"Randolph County, MO",29175,3.7
MSRANK5URN,"Rankin County, MS",28121,3.7
NDRANS3URN,"Ransom County, ND",38073,2.5
LARAPI5URN,"Rapides Parish, LA",22079,4.4
VARAPP7URN,"Rappahannock County, VA",51157,2.7
MTRAVA1URN,"Ravalli County, MT",30081,3.7
KSRAWL3URN,"Rawlins County, KS",20153,1.6
MORAYC7URN,"Ray County, MO",29177,6.7
TXREAG3URN,"Reagan County, TX",48383,8.2
TXREAL5URN,"Real County, TX",48385,6.7
MNREDL5URN,"Red Lake County, MN",27125,5.3
TXREDR7URN,"Red River County, TX",48387,6.4
LAREDR1URN,"Red River Parish, LA",22081,4.9
NEREDW5URN,"Red Willow County, NE",31145,1.9
MNREDW7URN,"Redwood County, MN",27127,3.9
TXREEV9URN,"Reeves County, TX",48389,7.5
TXREFU1URN,"Refugio County, TX",48391,7.2
KSRENO5URN,"Reno County, KS",20155,3.2
NYRENS0URN,"Rensselaer County, NY",36083,5
NDRENV5URN,"Renville County, ND",38075,3.3
MNRENV9URN,"Renville County, MN",27129,4.8
KSREPU7URN,"Republic County, KS",20157,2.5
MOREURN,"Reynolds County, MO",29179,3.5
TNRHEA3URN,"Rhea County, TN",47143,5.1
MNRICE1URN,"Rice County, MN",27131,3.8
KSRICE9URN,"Rice County, KS",20159,2.4
UTRICH3URN,"Rich County, UT",49033,2.7
NERICH7URN,"Richardson County, NE",31147,2.4
LARICH3URN,"Richland Parish, LA",22083,5.8
OHRICH9URN,"Richland County, OH",39139,5.3
MTRICH3URN,"Richland County, MT",30083,5.3
WIRICH3URN,"Richland County, WI",55103,3.8
SCRICH9URN,"Richland County, SC",45079,4.5
NDRICH7URN,"Richland County, ND",38077,2.9
ILRIURN,"Richland County, IL",17159,4.4
GARICH5URN,"Richmond County, GA",13245,5.1
VARICH9URN,"Richmond County, VA",51159,3.9
NYRICH5URN,"Richmond County, NY",36085,9.5
VARICH0URN,"Richmond City, VA",51760,5.8
NCRICH3URN,"Richmond County, NC",37153,6.4
KSRILE0URN,"Riley County, KS",20161,2.7
IARING9URN,"Ringgold County, IA",19159,3
NMRIOA9URN,"Rio Arriba County, NM",35039,7.6
CORIOB3URN,"Rio Blanco County, CO",8103,5.8
CORIOG5URN,"Rio Grande County, CO",8105,6.8
INRIPL7URN,"Ripley County, IN",18137,3
MORIURN,"Ripley County, MO",29181,4.8
WVRITC5URN,"Ritchie County, WV",54085,5.9
CARIVE5URN,"Riverside County, CA",6065,7.6
WVROAN7URN,"Roane County, WV",54087,10.1
TNROAN5URN,"Roane County, TN",47145,4.4
VAROAN5URN,"Roanoke County, VA",51161,3
VAROAN0URN,"Roanoke City, VA",51770,4.8
SDROBE9URN,"Roberts County, SD",46109,4.5
TXROBE3URN,"Roberts County, TX",48393,4.1
KYROBE1URN,"Robertson County, KY",21201,3.5
TNROBE7URN,"Robertson County, TN",47147,3.5
TXROBE5URN,"Robertson County, TX",48395,5.7
NCROBE7URN,"Robeson County, NC",37155,6.5
WIROCK0URN,"Rock County, WI",55105,5.1
MNROCK3URN,"Rock County, MN",27133,1.9
NEROCK9URN,"Rock County, NE",31149,1
ILROCK5URN,"Rock Island County, IL",17161,6
VAROCK3URN,"Rockbridge County, VA",51163,3.5
KYROCK3URN,"Rockcastle County, KY",21203,3.9
GAROCK7URN,"Rockdale County, GA",13247,4.5
VAROCK5URN,"Rockingham County, VA",51165,2.7
NHROCK5URN,"Rockingham County, NH",33015,2.6
NCROCK0URN,"Rockingham County, NC",37157,5
NYROCK5URN,"Rockland County, NY",36087,5
TXROCK7URN,"Rockwall County, TX",48397,4.8
OKROGE9URN,"Roger Mills County, OK",40129,3
OKROGE1URN,"Rogers County, OK",40131,3.6
NDROLE9URN,"Rolette County, ND",38079,11.4
KSROOK3URN,"Rooks County, KS",20163,2.5
NMROOS1URN,"Roosevelt County, NM",35041,6
MTROOS5URN,"Roosevelt County, MT",30085,4.7
MIROSC3URN,"Roscommon County, MI",26143,8.6
MNROSE5URN,"Roseau County, MN",27135,3.4
MTROSE7URN,"Rosebud County, MT",30087,3.9
OHROSS5URN,"Ross County, OH",39141,4.3
COROUT7URN,"Routt County, CO",8107,5.9
NCROWA5URN,"Rowan County, NC",37159,5.7
KYROWA5URN,"Rowan County, KY",21205,4.7
TXRUNN9URN,"Runnels County, TX",48399,3.9
KSRUSH5URN,"Rush County, KS",20165,2.2
INRUSH9URN,"Rush County, IN",18139,3.4
WIRUSK7URN,"Rusk County, WI",55107,5
TXRUSK1URN,"Rusk County, TX",48401,6.6
ALRUSS3URN,"Russell County, AL",1113,2.5
KYRUURN,"Russell County, KY",21207,4.4
KSRUSS7URN,"Russell County, KS",20167,2.4
VARUSS7URN,"Russell County, VA",51167,4.3
TNRUTH0URN,"Rutherford County, TN",47149,3.7
NCRUTH5URN,"Rutherford County, NC",37161,5.7
VTRUTL0URN,"Rutland County, VT",50021,3.8
TXSABI3URN,"Sabine County, TX",48403,9.9
LASABI5URN,"Sabine Parish, LA",22085,3.9
IASACC1URN,"Sac County, IA",19161,3
CASACR5URN,"Sacramento County, CA",6067,7.2
MESAGA3URN,"Sagadahoc County, ME",23023,4.1
MISAGI5URN,"Saginaw County, MI",26145,6.5
COSAGU9URN,"Saguache County, CO",8109,6.2
NJSALE5URN,"Salem County, NJ",34033,7.6
VASALE5URN,"Salem City, VA",51775,3.5
ARSAURN,"Saline County, AR",5125,3.2
NESALI1URN,"Saline County, NE",31151,2
MOSALI5URN,"Saline County, MO",29195,3.1
KSSALI0URN,"Saline County, KS",20169,3
ILSAURN,"Saline County, IL",17165,6.8
UTSALT5URN,"Salt Lake County, UT",49035,2.9
SCSALU1URN,"Saluda County, SC",45081,3.3
NCSAMP3URN,"Sampson County, NC",37163,3.8
TXSANA5URN,"San Augustine County, TX",48405,9.3
CASANB9URN,"San Benito County, CA",6069,7.7
CASANB1URN,"San Bernardino County, CA",6071,7.7
CASAND5URN,"San Diego County, CA",6073,6.7
CASANF0URN,"San Francisco County, CA",6075,5.4
TXSANJ7URN,"San Jacinto County, TX",48407,8
CASANJ8URN,"San Joaquin County, CA",6077,9
COSANJ1URN,"San Juan County, CO",8111,4.6
UTSANJ7URN,"San Juan County, UT",49037,6.2
WASANJ5URN,"San Juan County, WA",53055,5.9
NMSANJ0URN,"San Juan County, NM",35045,8.9
CASANL9URN,"San Luis Obispo County, CA",6079,5.6
CASANM0URN,"San Mateo County, CA",6081,4.8
COSANM3URN,"San Miguel County, CO",8113,10
NMSANM7URN,"San Miguel County, NM",35047,8
TXSANP5URN,"San Patricio County, TX",48409,9.6
TXSANS1URN,"San Saba County, TX",48411,5.3
SDSANB1URN,"Sanborn County, SD",46111,3.1
MTSAND9URN,"Sanders County, MT",30089,5.3
NMSAND3URN,"Sandoval County, NM",35043,7.6
OHSAND0URN,"Sandusky County, OH",39143,5.3
ILSANG7URN,"Sangamon County, IL",17167,6
MISANI1URN,"Sanilac County, MI",26151,5.8
UTSANP9URN,"Sanpete County, UT",49039,2.7
CASANT1URN,"Santa Barbara County, CA",6083,6
CASANT5URN,"Santa Clara County, CA",6085,5
CASANT3URN,"Santa Cruz County, CA",6087,7.7
AZSANT3URN,"Santa Cruz County, AZ",4023,10.4
NMSANT5URN,"Santa Fe County, NM",35049,7.2
FLSANT7URN,"Santa Rosa County, FL",12113,3.8
FLSARA5URN,"Sarasota County, FL",12115,4.3
NYSARA0URN,"Saratoga County, NY",36091,4.4
NDSARG1URN,"Sargent County, ND",38081,2.7
NESARP5URN,"Sarpy County, NE",31153,2.3
WISAUK1URN,"Sauk County, WI",55111,5
NESAUN5URN,"Saunders County, NE",31155,1.9
WISAWY3URN,"Sawyer County, WI",55113,7.2
NYSCHE5URN,"Schenectady County, NY",36093,5.6
TXSCHL3URN,"Schleicher County, TX",48413,5.9
GASCHL9URN,"Schley County, GA",13249,3
NYSCHO5URN,"Schoharie County, NY",36095,5.2
MISCHO3URN,"Schoolcraft County, MI",26153,8.1
NYSCHU7URN,"Schuyler County, NY",36097,6
ILSCHU9URN,"Schuyler County, IL",17169,3.8
MOSHURN,"Schuyler County, MO",29197,3.4
PASCHU4URN,"Schuylkill County, PA",42107,6.5
OHSCIO9URN,"Scioto County, OH",39145,5.9
NCSCOT5URN,"Scotland County, NC",37165,8.5
MOSOURN,"Scotland County, MO",29199,2
MOSUURN,"Scott County, MO",29201,3.5
INSCURN,"Scott County, IN",18143,4.3
VASCOT9URN,"Scott County, VA",51169,3.6
KYSCOT9URN,"Scott County, KY",21209,2.9
TNSCOT1URN,"Scott County, TN",47151,5.3
MNSCOT9URN,"Scott County, MN",27139,3.7
KSSCOT1URN,"Scott County, KS",20171,1.4
ARSCURN,"Scott County, AR",5127,3.6
ILSOURN,"Scott County, IL",17171,4.8
MSSCOT3URN,"Scott County, MS",28123,4.8
IASCOT3URN,"Scott County, IA",19163,5.3
NESCOT7URN,"Scotts Bluff County, NE",31157,2.6
GASCRE1URN,"Screven County, GA",13251,5.5
TXSCUR5URN,"Scurry County, TX",48415,7.5
ARSEURN,"Searcy County, AR",5129,4.3
ARSBURN,"Sebastian County, AR",5131,3.7
COSEDG5URN,"Sedgwick County, CO",8115,3.3
KSSEDG3URN,"Sedgwick County, KS",20173,5.2
OKSEMI3URN,"Seminole County, OK",40133,5.3
GASEMI3URN,"Seminole County, GA",13253,3.3
FLSEMI0URN,"Seminole County, FL",12117,4.7
NYSENE9URN,"Seneca County, NY",36099,5.7
OHSENE0URN,"Seneca County, OH",39147,4.4
TNSEQU3URN,"Sequatchie County, TN",47153,4.5
OKSEQU5URN,"Sequoyah County, OK",40135,4.8
TNSEVI5URN,"Sevier County, TN",47155,4.2
ARSVURN,"Sevier County, AR",5133,4.7
UTSEVI1URN,"Sevier County, UT",49041,3.3
NESEWA9URN,"Seward County, NE",31159,2.2
KSSEWA5URN,"Seward County, KS",20175,2.8
TXSHAC7URN,"Shackelford County, TX",48417,4.2
MOSNURN,"Shannon County, MO",29203,5.2
MSSHAR5URN,"Sharkey County, MS",28125,9.7
ARSHURN,"Sharp County, AR",5135,4.6
CASHAS5URN,"Shasta County, CA",6089,7
WISHAW5URN,"Shawano County, WI",55115,4.3
KSSHAW5URN,"Shawnee County, KS",20177,3.1
WISHEB5URN,"Sheboygan County, WI",55117,3.4
INSHEL5URN,"Shelby County, IN",18145,3.6
ALSHEL0URN,"Shelby County, AL",1117,1.9
MOSBURN,"Shelby County, MO",29205,2.5
KYSHURN,"Shelby County, KY",21211,3.1
ILSHEL3URN,"Shelby County, IL",17173,4.2
IASHEL5URN,"Shelby County, IA",19165,2.8
TXSHEL9URN,"Shelby County, TX",48419,6.1
TNSHURN,"Shelby County, TN",47157,7.3
OHSHEL9URN,"Shelby County, OH",39149,3.8
VASHEN1URN,"Shenandoah County, VA",51171,3.6
MNSHER1URN,"Sherburne County, MN",27141,4.2
MTSHER1URN,"Sheridan County, MT",30091,4
NDSHER3URN,"Sheridan County, ND",38083,6.2
KSSHER9URN,"Sheridan County, KS",20179,1.7
NESHER1URN,"Sheridan County, NE",31161,1.6
WYSHER3URN,"Sheridan County, WY",56033,5.2
KSSHER1URN,"Sherman County, KS",20181,2.8
NESHER3URN,"Sherman County, NE",31163,2
ORSHER5URN,"Sherman County, OR",41055,5
TXSHER1URN,"Sherman County, TX",48421,3
MISHIA0URN,"Shiawassee County, MI",26155,5.7
IDSHOS9URN,"Shoshone County, ID",16079,6.6
MNSIBL3URN,"Sibley County, MN",27143,4.2
CASIER1URN,"Sierra County, CA",6091,6.7
NMSIER1URN,"Sierra County, NM",35051,9.2
MTSILV3URN,"Silver Bow County, MT",30093,4
KYSIURN,"Simpson County, KY",21213,3.4
MSSIMP7URN,"Simpson County, MS",28127,5.5
NESIOU5URN,"Sioux County, NE",31165,1.3
NDSIOU5URN,"Sioux County, ND",38085,2.7
IASIOU7URN,"Sioux County, IA",19167,2.1
CASISK3URN,"Siskiyou County, CA",6093,8.1
AKSITK0URN,"Sitka Cty&Bor, AK",2220,5.5
WASKAG5URN,"Skagit County, WA",53057,7.2
LAUCN022300000000003,"Skagway Muny, AK",2230,18.3
WASKAM9URN,"Skamania County, WA",53059,7.3
NDSLOP7URN,"Slope County, ND",38087,2.6
MSSMIT9URN,"Smith County, MS",28129,4.4
TXSMIT3URN,"Smith County, TX",48423,5.6
TNSMIT9URN,"Smith County, TN",47159,3.4
KSSMIT3URN,"Smith County, KS",20183,1.8
VASMYT3URN,"Smyth County, VA",51173,4.1
WASNOH0URN,"Snohomish County, WA",53061,5.9
PASNYD9URN,"Snyder County, PA",42109,4.5
NMSOCO3URN,"Socorro County, NM",35053,6.5
CASOLA5URN,"Solano County, CA",6095,7.6
MESOME5URN,"Somerset County, ME",23025,6.8
PASOME5URN,"Somerset County, PA",42111,6.3
NJSOME0URN,"Somerset County, NJ",34035,5.7
MDSOME9URN,"Somerset County, MD",24039,7.3
TXSOME5URN,"Somervell County, TX",48425,5.7
CASONO6URN,"Sonoma County, CA",6097,5.7
VASOUT5URN,"Southampton County, VA",51175,3.4
AKSOUT0URN,"Southeast Fairbanks CA, AK",2240,7.6
GASPAL5URN,"Spalding County, GA",13255,4.5
SCSPAR0URN,"Spartanburg County, SC",45083,4.3
INSPURN,"Spencer County, IN",18147,3
KYSPURN,"Spencer County, KY",21215,3.7
SDSPIN5URN,"Spink County, SD",46115,3
WASPOK2URN,"Spokane County, WA",53063,6.1
VASPOT7URN,"Spotsylvania County, VA",51177,3.8
LASTBE5URN,"St. Bernard Parish, LA",22087,8.8
LASTCH9URN,"St. Charles Parish, LA",22089,5.9
MOSTURN,"St. Charles County, MO",29183,3
MISTCL5URN,"St. Clair County, MI",26147,3.6
ILSTURN,"St. Clair County, IL",17163,6.4
ALSTCL5URN,"St. Clair County, AL",1115,2.2
MOSTCL5URN,"St. Clair County, MO",29185,3.7
WISTCR9URN,"St. Croix County, WI",55109,3.8
ARSTURN,"St. Francis County, AR",5123,6.6
MOSFURN,"St. Francois County, MO",29187,4.7
LASTHE1URN,"St. Helena Parish, LA",22091,10.9
LASTJA3URN,"St. James Parish, LA",22093,8.7
LASTJO5URN,"St. John the Baptist Parish, LA",22095,10.2
FLSTJO9URN,"St. Johns County, FL",12109,3.4
INSTJO7URN,"St. Joseph County, IN",18141,4.9
MISTJO5URN,"St. Joseph County, MI",26149,4.6
LASTLA0URN,"St. Landry Parish, LA",22097,7.1
NYSTLA5URN,"St. Lawrence County, NY",36089,5.9
MOSLURN,"St. Louis County, MO",29189,4.2
MNSTLO7URN,"St. Louis County, MN",27137,4.6
MOSSURN,"St. Louis City, MO",29510,6.2
FLSTLU5URN,"St. Lucie County, FL",12111,5.4
LASTMA9URN,"St. Martin Parish, LA",22099,6.6
LASTMA5URN,"St. Mary Parish, LA",22101,8.1
MDSTMA5URN,"St. Mary's County, MD",24037,4.1
LASTTA0URN,"St. Tammany Parish, LA",22103,4.6
VASTAF9URN,"Stafford County, VA",51179,3.6
KSSTAF5URN,"Stafford County, KS",20185,2.3
CASTAN7URN,"Stanislaus County, CA",6099,8.6
SDSTAN7URN,"Stanley County, SD",46117,2.9
NCSTAN7URN,"Stanly County, NC",37167,3.9
KSSTAN7URN,"Stanton County, KS",20187,1.8
NESTAN7URN,"Stanton County, NE",31167,2.1
OHSTAR1URN,"Stark County, OH",39151,5.2
ILSTAR5URN,"Stark County, IL",17175,5.8
NDSTAR9URN,"Stark County, ND",38089,5.5
